full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,lat,long,zip_code,Actual,Predicted
3062 LAVITA LN FARMERS BRANCH TX 75234,3,2.0,1961,1902,17389,466484,32.919834,-96.8735931,75234,466484,401262
13952 LILLARD LN FARMERS BRANCH TX 75234,3,2.0,1958,1347,7627,315210,32.9361004,-96.8789563,75234,315210,324160
13952 LILLARD LN FARMERS BRANCH TX 75234,3,2.0,1958,1347,7627,315210,32.9361004,-96.8789563,75234,315210,305695
314 W FAIN ST DUNCANVILLE TX 75116,3,2.0,1965,1942,10202,315210,32.6593891,-96.9133877,75116,315210,324160
314 W FAIN ST DUNCANVILLE TX 75116,3,2.0,1965,1942,10202,315210,32.6593891,-96.9133877,75116,315210,305695
3419 CLOVERDALE LN FARMERS BRANCH TX 75234,3,2.0,1959,1966,13739,365768,32.9202805,-96.8638734,75234,365768,406895
3429 MAPLEDALE CIR FARMERS BRANCH TX 75234,4,2.0,1960,1455,12972,366120,32.9188505,-96.8627843,75234,366120,345652
2951 JOANNA DR FARMERS BRANCH TX 75234,3,2.0,1959,1555,8751,324950,32.9424319,-96.8773431,75234,324950,352885
12631 THORNHILL RD FARMERS BRANCH TX 75234,3,2.5,2020,3116,5715,719057,32.9142728,-96.9219617,75234,719057,670039
3410 GATWICK PL FARMERS BRANCH TX 75234,4,4.0,1980,3178,10001,816774,32.9462841,-96.8638525,75234,816774,651969
14141 HEARTSIDE PL FARMERS BRANCH TX 75234,4,2.0,1961,1955,9239,344428,32.9404767,-96.8802344,75234,344428,412757
1467 PERRIN LN FARMERS BRANCH TX 75234,3,3.5,2021,1940,1978,486870,32.917602,-96.927587,75234,486870,525126
14707 CHERRY HILLS DR FARMERS BRANCH TX 75234,4,2.5,1965,2106,11874,681763,32.9459742,-96.8567312,75234,681763,447202
1820 LANDE ST FARMERS BRANCH TX 75234,5,5.0,2021,3456,5959,766681,32.9192166,-96.9169513,75234,766681,782447
1008 MORNINGSTAR TRL RICHARDSON TX 75081,4,3.0,1975,2708,10877,650245,32.9403762,-96.7100601,75081,650245,442250
820 RIDGECREST RD GRAND PRAIRIE TX 75052,4,2.5,2003,2760,7013,394741,32.6677316,-97.0164181,75052,394741,408066
1304 GRINNELL DR RICHARDSON TX 75081,4,2.0,1970,2132,8999,423893,32.9366054,-96.7035412,75081,423893,390969
636 SOTOGRANDE ST GRAND PRAIRIE TX 75051,3,2.0,2007,1968,6765,325475,32.7284329,-96.9973938,75051,325475,326149
741 W SPRINGDALE LN GRAND PRAIRIE TX 75052,3,2.0,1969,1377,9527,272298,32.70323,-97.0151736,75052,272298,261317
805 SW 5TH ST GRAND PRAIRIE TX 75051,3,2.0,1942,1068,6438,260282,32.7368661,-97.0087856,75051,260282,213718
3452 AUTUMN VIEW DR GRAND PRAIRIE TX 75050,3,2.0,2003,1609,9165,318918,32.810612,-97.003012,75050,318918,300198
3932 HOLLY HILL DR GRAND PRAIRIE TX 75052,3,2.0,1992,1704,8102,332292,32.6795943,-96.9903708,75052,332292,307581
2816 BROOKCOVE DR GRAND PRAIRIE TX 75052,4,2.0,2005,2131,6264,353549,32.7045193,-97.0202586,75052,353549,355067
205 MELORINE DR GRAND PRAIRIE TX 75051,4,2.5,2017,2689,12706,442723,32.714346,-96.9998765,75051,442723,413503
613 LYNNE DR GRAND PRAIRIE TX 75052,3,2.0,1978,1322,7475,259254,32.687139,-97.0108489,75052,259254,265454
511 DOVER DR RICHARDSON TX 75080,3,1.0,1958,1272,7501,306910,32.9466336,-96.7582222,75080,306910,347717
508 NE 28TH ST GRAND PRAIRIE TX 75050,4,2.0,1960,1167,23453,262214,32.7546727,-96.9628135,75050,262214,234458
302 HILLTOP AVE RICHARDSON TX 75081,5,2.0,1959,1891,10106,446869,32.9584948,-96.7251074,75081,446869,371591
605 NE 33RD ST GRAND PRAIRIE TX 75050,1,1.0,1950,775,12206,169538,32.75557,-96.9557444,75050,169538,192530
318 SW 18TH ST GRAND PRAIRIE TX 75051,3,1.0,1964,1213,6543,207444,32.7382919,-97.0270994,75051,207444,225556
310 N COTTONWOOD DR RICHARDSON TX 75080,3,2.0,1959,1353,8124,489123,32.9550485,-96.7658151,75080,489123,362764
1943 HIGHVALLEY TRL GRAND PRAIRIE TX 75052,3,2.0,1997,1583,5358,291289,32.699532,-97.0316761,75052,291289,302976
3742 OAK MEADOW DR GRAND PRAIRIE TX 75052,3,2.0,1989,1763,8367,314256,32.6816168,-97.0085577,75052,314256,309306
954 SW 5TH ST GRAND PRAIRIE TX 75051,3,1.0,1952,1335,7366,200251,32.7332809,-97.0093237,75051,200251,222707
1541 SPRINGTREE CIR RICHARDSON TX 75082,3,2.0,1978,1862,8999,434320,32.9774871,-96.6957059,75082,434320,406294
1129 HIGHLAND DR GRAND PRAIRIE TX 75051,3,1.0,1953,1056,7545,217138,32.7292891,-97.0119195,75051,217138,210777
1817 PROCTOR DR GRAND PRAIRIE TX 75051,4,1.0,1956,1890,7697,255520,32.7194866,-97.0098202,75051,255520,251923
2028 KALGARY LN GRAND PRAIRIE TX 75052,4,2.0,2005,2197,7200,345313,32.6870346,-97.0293938,75052,345313,360104
509 SW 14TH ST GRAND PRAIRIE TX 75051,3,2.5,1970,1340,6159,277101,32.7365756,-97.0233169,75051,277101,250593
611 WESTWOOD DR RICHARDSON TX 75080,3,2.0,1956,1211,8320,338768,32.9525933,-96.7407225,75080,338768,350577
2140 HACIENDA CT GRAND PRAIRIE TX 75052,3,2.0,2003,1784,7174,334766,32.6909697,-97.0329168,75052,334766,323876
3014 CLUB HILL DR GARLAND TX 75043,3,2.5,1982,2058,12349,334766,32.8815283,-96.6084166,75043,334766,323876
6931 GLACIER DR DALLAS TX 75227,3,3.0,1986,2122,7501,334766,32.7881514,-96.6929299,75227,334766,323876
4478 SHARPSBURG DR GRAND PRAIRIE TX 75052,4,2.5,2000,2703,7144,418275,32.6624634,-97.0194145,75052,418275,400936
2906 NUEVA TIERRA  GRAND PRAIRIE TX 75052,3,2.0,1972,1348,7336,271840,32.7011145,-96.9909506,75052,271840,261883
110 ROMA DR DUNCANVILLE TX 75116,4,2.0,1976,2246,10820,397690,32.6525399,-96.9329562,75116,397690,339561
715 VILLA CREEK DR DUNCANVILLE TX 75137,3,2.0,1981,2507,11156,379132,32.631106,-96.9243727,75137,379132,361388
215 S CASA GRANDE CIR DUNCANVILLE TX 75116,3,3.0,1972,2025,21344,329487,32.6488687,-96.9358058,75116,329487,331783
426 WALNUT ST DUNCANVILLE TX 75116,3,2.0,1957,1488,7653,257992,32.6559796,-96.9099938,75116,257992,265483
603 WOODHAVEN BLVD DUNCANVILLE TX 75116,4,2.0,1976,3272,40001,480141,32.6744667,-96.8952162,75116,480141,458119
1007 HUNTINGTON DR DUNCANVILLE TX 75137,4,2.5,1985,2107,12676,391409,32.6441916,-96.9312706,75137,391409,342753
446 KELLY CT DUNCANVILLE TX 75137,5,2.5,1971,2106,8686,303837,32.641112,-96.9014446,75137,303837,333935
907 HILL CITY DR DUNCANVILLE TX 75116,3,2.0,1980,1950,21510,282573,32.6656914,-96.9169932,75116,282573,319041
4427 POSADA DR DALLAS TX 75211,3,2.0,1998,1276,5018,282573,32.729855,-96.8926963,75211,282573,319041
4118 DAVID PHILLIPS ST DALLAS TX 75227,3,2.0,1986,1476,12371,282573,32.7736098,-96.661703,75227,282573,319041
507 DOW ROSS BLVD DUNCANVILLE TX 75116,3,2.0,1974,1857,13112,290765,32.6677739,-96.9165406,75116,290765,307094
1215 WEST RIDGE DR DUNCANVILLE TX 75116,3,2.0,1988,2065,21745,321994,32.6564412,-96.9369769,75116,321994,334307
327 E FREEMAN ST DUNCANVILLE TX 75116,2,1.0,1946,1008,11326,174519,32.6511411,-96.9044166,75116,174519,204640
222 W DAVIS ST DUNCANVILLE TX 75116,3,1.5,1956,1275,9553,238362,32.6543511,-96.9115431,75116,238362,241946
458 SORREL ST DUNCANVILLE TX 75137,4,2.5,2019,2778,18265,490808,32.640226,-96.918677,75137,490808,453337
651 POWER DR DUNCANVILLE TX 75116,3,1.0,1969,1329,12053,239360,32.6602306,-96.8966962,75116,239360,249962
1308 RIVERVIEW LN SEAGOVILLE TX 75159,3,2.0,1997,1384,6974,239360,32.6594974,-96.533165,75159,239360,249962
334 HALO ST DUNCANVILLE TX 75137,3,2.0,1974,1411,7340,269547,32.634484,-96.9046204,75137,269547,260458
334 HALO ST DUNCANVILLE TX 75137,3,2.0,1974,1411,7340,269547,32.634484,-96.9046204,75137,269547,241189
114 W WANDA DR GARLAND TX 75040,4,1.0,1955,1380,8555,269547,32.9010904,-96.6318922,75040,269547,260458
114 W WANDA DR GARLAND TX 75040,4,1.0,1955,1380,8555,269547,32.9010904,-96.6318922,75040,269547,241189
429 CLOVER LN GARLAND TX 75043,3,1.5,1972,1461,7013,269547,32.8643864,-96.6136819,75043,269547,260458
429 CLOVER LN GARLAND TX 75043,3,1.5,1972,1461,7013,269547,32.8643864,-96.6136819,75043,269547,241189
1050 DOVE CREEK DR DUNCANVILLE TX 75116,3,2.5,1977,2257,11143,344935,32.6493336,-96.933619,75116,344935,330162
613 ECHO DR GARLAND TX 75040,3,2.0,1986,1843,7536,344935,32.9450281,-96.6240869,75040,344935,330162
630 TRUMAN CT DUNCANVILLE TX 75137,3,2.0,1974,2011,9448,302718,32.6459128,-96.8965725,75137,302718,312373
1707 CRESCENT LN DUNCANVILLE TX 75137,4,2.5,1999,2708,15233,341363,32.6279018,-96.9418182,75137,341363,413668
206 E FAIRMEADOWS DR DUNCANVILLE TX 75116,4,2.0,1961,1954,7719,251315,32.665961,-96.9045214,75116,251315,305318
511 POWER DR DUNCANVILLE TX 75116,2,1.5,1969,1499,11970,232414,32.6557801,-96.8967461,75116,232414,267343
606 WALNUT ST DUNCANVILLE TX 75116,4,2.0,1976,1740,14841,280271,32.6571874,-96.9095673,75116,280271,302328
810 ACTON AVE DUNCANVILLE TX 75137,4,2.5,1964,1258,7523,250146,32.6442744,-96.9007615,75137,250146,250999
711 WILLOWOOD LN LANCASTER TX 75134,3,2.0,1962,1434,8764,250146,32.6118708,-96.768534,75134,250146,250999
1118 REDMAN LN DUNCANVILLE TX 75137,4,3.0,1977,2738,12781,487522,32.6454629,-96.9352965,75137,487522,399409
206 MERRIBROOK TRL DUNCANVILLE TX 75116,4,2.5,1963,1804,11901,285592,32.6506867,-96.9127473,75116,285592,302995
1110 WESTMINISTER LN DUNCANVILLE TX 75137,4,3.0,1978,2786,12920,387111,32.6424755,-96.9352965,75137,387111,404434
1219 WESTMINISTER LN DUNCANVILLE TX 75137,3,2.5,1975,3029,13116,420089,32.6429146,-96.9368902,75137,420089,413920
1102 WESTMINISTER LN DUNCANVILLE TX 75137,3,2.5,1978,2508,6551,409770,32.6424013,-96.9345738,75137,409770,367891
319 ROMA DR DUNCANVILLE TX 75116,4,3.0,1974,2408,11082,387648,32.6546102,-96.9287546,75116,387648,374272
304 E CHERRY ST DUNCANVILLE TX 75116,4,2.5,2001,2014,8756,320966,32.6523944,-96.9051921,75116,320966,359294
406 ROCK ROSE DR DUNCANVILLE TX 75137,4,3.5,2005,2844,7701,403582,32.6410627,-96.9167343,75137,403582,464237
923 HITCHCOCK CIR DUNCANVILLE TX 75137,5,2.5,2017,2771,12502,431267,32.6439023,-96.8857645,75137,431267,453905
407 CHARLOTTE ST DUNCANVILLE TX 75137,3,2.0,1973,1594,7693,282540,32.6357729,-96.9026561,75137,282540,275421
222 CEDAR ST DUNCANVILLE TX 75137,3,2.0,1951,1204,27587,197984,32.6391828,-96.9117527,75137,197984,223531
306 MORNING DOVE DR DUNCANVILLE TX 75137,3,2.5,1991,2313,9448,395298,32.6395461,-96.9139327,75137,395298,362343
935 FAIRBANKS CIR DUNCANVILLE TX 75137,3,2.0,1987,1148,2026,222580,32.6442131,-96.8863757,75137,222580,249030
551 CRIPPLE CREEK DR DUNCANVILLE TX 75116,3,2.0,1961,1562,9814,265506,32.6693321,-96.8990036,75116,265506,274331
5605 BROOKHOLLOW CT SACHSE TX 75048,3,2.0,1983,1201,4826,265506,32.9725231,-96.5955035,75048,265506,274331
307 ROYAL AVE DUNCANVILLE TX 75137,3,1.5,1961,1283,7675,228746,32.6444472,-96.9044421,75137,228746,229030
911 W GRUBB DR MESQUITE TX 75149,4,1.5,1963,1134,8442,222048,32.7734646,-96.6113862,75149,222048,222450
929 GLENN CIR MESQUITE TX 75149,3,1.5,1969,1334,10080,233724,32.7769046,-96.6044318,75149,233724,236720
708 BROOKS DR MESQUITE TX 75149,2,1.5,1970,1250,7200,248061,32.7769113,-96.6077327,75149,248061,228225
1325 MOUNT VERNON DR MESQUITE TX 75149,4,2.5,1968,1892,8999,263991,32.7818669,-96.6384461,75149,263991,290410
604 FIELDWOOD DR MESQUITE TX 75150,3,2.0,1982,1630,7187,287223,32.8034116,-96.6061425,75150,287223,281430
2100 MEADOWBROOK DR MESQUITE TX 75149,3,2.0,1986,1916,8377,312968,32.7598427,-96.6299304,75149,312968,294144
2025 BENT BROOK DR MESQUITE TX 75181,4,3.0,1993,3221,7109,397871,32.7441894,-96.5491699,75181,397871,431846
2412 JOHNSON DR MESQUITE TX 75181,4,2.0,1999,1929,7989,326923,32.7396043,-96.5605947,75181,326923,309381
2414 CREEKDALE DR GARLAND TX 75044,4,2.0,1974,1683,7200,326923,32.9332164,-96.6636867,75044,326923,309381
2669 BANDERA PL MESQUITE TX 75181,5,2.5,2004,2918,7540,367401,32.7284191,-96.5877772,75181,367401,403825
1025 E GRUBB DR MESQUITE TX 75149,5,3.0,1994,3034,8799,451309,32.7750876,-96.5814061,75149,451309,435010
14620 CYPRUS POINT  FARMERS BRANCH TX 75234,3,2.0,1965,1606,28375,451309,32.9462244,-96.8673296,75234,451309,435010
2817 BLUE HERON DR MESQUITE TX 75181,4,2.0,2006,1974,5776,337520,32.7207625,-96.5395837,75181,337520,322430
4305 FERNWOOD DR GARLAND TX 75042,5,3.0,1962,2324,7092,337520,32.9138594,-96.6978578,75042,337520,322430
3955 BAHAMAS DR MESQUITE TX 75150,3,1.5,1961,1273,9100,251326,32.7966246,-96.6593434,75150,251326,233757
1128 CARMODY DR MESQUITE TX 75149,3,2.0,1965,1180,7200,251297,32.7470093,-96.584158,75149,251297,229859
6337 DARTFORD DR MESQUITE TX 75181,5,3.5,2021,3241,10498,513306,32.6967784,-96.5538821,75181,513306,465412
1009 IRENE DR MESQUITE TX 75149,3,2.0,1963,1339,8642,270435,32.777508,-96.6072643,75149,270435,280213
1605 ARCHERY LN GARLAND TX 75044,3,1.5,1970,1412,7619,270435,32.9398394,-96.6524744,75044,270435,280213
3804 FLAMINGO WAY  MESQUITE TX 75150,3,1.5,1962,1399,7558,209745,32.7975255,-96.6549068,75150,209745,243790
1718 ANDREW ST MESQUITE TX 75149,3,1.0,1955,1607,7501,278622,32.7882606,-96.6120888,75149,278622,239956
1729 RIDGEVIEW ST MESQUITE TX 75149,2,1.0,1956,984,6782,197432,32.7895049,-96.6126937,75149,197432,194462
3044 CLOVER DR MESQUITE TX 75150,3,1.5,1959,1164,7000,228864,32.8317288,-96.6466749,75150,228864,224377
422 W RIDGEWOOD DR GARLAND TX 75041,3,1.0,1955,1052,10642,228864,32.8890906,-96.6358207,75041,228864,224377
3058 MASON DR MESQUITE TX 75150,3,1.5,1959,1383,6691,230831,32.8307584,-96.6464379,75150,230831,240726
2504 CATALINA DR MESQUITE TX 75150,2,1.5,1962,1322,7440,246753,32.7998577,-96.6492593,75150,246753,231474
2710 VIVA DR MESQUITE TX 75150,3,2.0,1961,1858,7200,303226,32.8011897,-96.648967,75150,303226,285346
1304 MULBERRY LN MESQUITE TX 75149,3,2.0,1979,1403,8050,261646,32.7507058,-96.5863006,75149,261646,254343
2016 LA PRADA PKWY MESQUITE TX 75150,4,2.5,1985,2372,4639,355250,32.8448749,-96.6328518,75150,355250,353181
611 ROYAL CREST DR MESQUITE TX 75149,2,1.0,1965,910,7375,189295,32.772201,-96.6053915,75149,189295,195480
521 PADDY ST MESQUITE TX 75149,3,1.0,1954,876,9535,192800,32.7614019,-96.589538,75149,192800,189122
2601 WALNUT CREEK DR MESQUITE TX 75181,4,2.0,1997,1904,7475,331295,32.7499539,-96.5591771,75181,331295,306137
3324 FLAMINGO WAY  MESQUITE TX 75150,3,1.0,1961,1333,4800,233259,32.8024646,-96.6507201,75150,233259,230331
614 WILDWOOD DR MESQUITE TX 75149,2,1.0,1955,726,8176,171989,32.7611201,-96.6107325,75149,171989,176095
4321 SARAZEN DR MESQUITE TX 75150,4,2.5,1963,1846,7200,291695,32.8238196,-96.6394475,75150,291695,300182
1025 FIELD TRAIL DR MESQUITE TX 75150,3,2.0,1982,1511,7165,293757,32.80475,-96.614118,75150,293757,272546
2020 PINENUT DR MESQUITE TX 75181,4,2.0,2005,1856,11243,326943,32.7341103,-96.5362909,75181,326943,326194
527 DOW ROSS BLVD DUNCANVILLE TX 75116,3,2.0,1975,2105,13234,326943,32.6678761,-96.9179995,75116,326943,326194
1933 STEPHENSON DR MESQUITE TX 75149,3,1.5,1948,1097,13599,185891,32.7910923,-96.6083957,75149,185891,206677
906 PAMPA DR MESQUITE TX 75149,3,1.0,1958,1161,7196,212096,32.7564074,-96.5843239,75149,212096,211311
1314 EASTERN HEIGHTS DR MESQUITE TX 75149,3,1.0,1961,1120,7200,206259,32.7502926,-96.5816415,75149,206259,210464
1439 ALLEGRO DR DALLAS TX 75241,2,1.5,1981,1023,8420,206259,32.6649766,-96.800668,75241,206259,210464
4053 HEARTHSTONE DR MESQUITE TX 75150,2,2.0,1985,1215,5750,218791,32.8199032,-96.5969165,75150,218791,245756
1412 BRAZOS DR MESQUITE TX 75150,2,2.0,1983,1091,4025,208633,32.7972146,-96.6169152,75150,208633,235255
606 HUGH WALKER DR MESQUITE TX 75149,3,2.0,1998,1995,7344,327267,32.7721309,-96.5859679,75149,327267,307437
123 FIELDING DR MESQUITE TX 75149,2,1.0,1955,960,7200,189264,32.7669873,-96.6359416,75149,189264,192158
318 S WALKER ST MESQUITE TX 75149,2,1.0,1946,798,7819,176140,32.764499,-96.604098,75149,176140,175136
2520 BOARDWALK DR MESQUITE TX 75181,3,2.5,1992,2186,7166,343999,32.7328074,-96.55418,75181,343999,339047
3145 BROOKHILL LN MESQUITE TX 75181,4,2.5,2020,3017,7235,489700,32.7213817,-96.5479206,75181,489700,437200
1221 CYPRESS DR MESQUITE TX 75149,3,2.0,1987,1470,9653,272936,32.762356,-96.5814042,75149,272936,264185
5937 BOONE ST SACHSE TX 75048,2,1.0,1961,1176,7200,225158,32.9766415,-96.5920067,75048,225158,226797
562 W 5TH ST LANCASTER TX 75146,3,1.0,1954,1158,18748,225158,32.5962616,-96.7645184,75146,225158,226797
2512 HERRING CIR SACHSE TX 75048,3,2.0,1984,1410,7501,326210,32.9816539,-96.5992999,75048,326210,301523
3916 HUDSON DR SACHSE TX 75048,3,2.5,1998,2037,10254,372357,32.9582355,-96.5848725,75048,372357,401168
3714 POTOMAC DR SACHSE TX 75048,3,2.0,1998,1634,11739,343230,32.9570246,-96.5865555,75048,343230,299936
4300 BARDIN RD GRAND PRAIRIE TX 75052,3,2.5,1991,1769,4478,343230,32.6688442,-96.9979605,75052,343230,299936
2918 IVANRIDGE LN GARLAND TX 75044,3,2.0,1978,1481,8050,343230,32.9654848,-96.6727708,75044,343230,299936
5928 DEWITT ST SACHSE TX 75048,3,4.0,1967,3485,15599,495470,32.9762851,-96.5997589,75048,495470,557622
2512 INGRAM RD SACHSE TX 75048,3,2.0,1985,1298,8751,309262,32.9818971,-96.5988042,75048,309262,290611
5909 DEWITT ST SACHSE TX 75048,2,2.0,1967,1758,43660,442998,32.9763658,-96.6007185,75048,442998,318121
4916 BROOKHOLLOW DR SACHSE TX 75048,3,2.0,1983,1594,10838,350658,32.9709528,-96.5944361,75048,350658,320422
3455 ANNAPOLIS CT SACHSE TX 75048,3,2.0,2000,1853,10337,390232,32.9559655,-96.5854501,75048,390232,374957
3515 SEWELL DR SACHSE TX 75048,3,2.0,2001,1819,8398,371123,32.9575467,-96.5887037,75048,371123,372702
3511 SEWELL DR SACHSE TX 75048,5,4.0,2002,3119,8398,454697,32.9574897,-96.588954,75048,454697,567012
5719 SACHSE ST SACHSE TX 75048,4,3.0,1991,2220,9601,449876,32.9760443,-96.5993417,75048,449876,416571
2830 GRASMERE ST GARLAND TX 75040,4,2.5,1994,2616,10180,449876,32.9431286,-96.6458356,75040,449876,416571
3805 MITCHELL CT SACHSE TX 75048,4,2.5,1998,3106,18552,475582,32.9584411,-96.5858672,75048,475582,516014
3808 POTOMAC DR SACHSE TX 75048,4,2.5,1998,2764,10054,420420,32.9571572,-96.5861175,75048,420420,478052
3364 ANNAPOLIS CT SACHSE TX 75048,4,2.5,2000,2579,8259,374328,32.9555002,-96.5851561,75048,374328,460558
3459 ANNAPOLIS CT SACHSE TX 75048,4,2.5,2000,2168,8455,394201,32.9561057,-96.5852833,75048,394201,415651
3716 MITCHELL CT SACHSE TX 75048,4,2.5,1999,2713,9078,450707,32.9587668,-96.5864118,75048,450707,473910
3911 MITCHELL CT SACHSE TX 75048,4,2.5,1998,1736,11029,339540,32.9588072,-96.584741,75048,339540,365608
225 PEBBLECREEK DR GARLAND TX 75040,4,2.0,1981,1832,8398,339540,32.9449789,-96.6320383,75040,339540,365608
3561 LEIGH CT SACHSE TX 75048,4,2.5,2000,2486,8882,413033,32.9565161,-96.5842879,75048,413033,450237
3165 LEIGH CT SACHSE TX 75048,4,2.5,2000,2486,9810,446180,32.9540987,-96.5859507,75048,446180,450237
13224 BEE ST FARMERS BRANCH TX 75234,3,3.5,2017,1937,1176,446180,32.9249,-96.895909,75234,446180,450237
5601 ALLEN LN ROWLETT TX 75088,3,2.5,1993,2372,7479,372823,32.9108687,-96.5218138,75088,372823,419285
8210 BRIDGEWATER DR ROWLETT TX 75088,3,3.0,1998,2815,11744,535669,32.8912887,-96.5210172,75088,535669,495012
6306 AHNEE DR ROWLETT TX 75089,3,2.0,1992,2050,14166,394713,32.9159987,-96.5561752,75089,394713,367529
1651 WILLOW LN CEDAR HILL TX 75104,5,3.5,2021,3867,9923,554067,32.555043,-96.907742,75104,554067,542793
3118 SANDRA LN ROWLETT TX 75088,3,2.0,1971,1350,10650,260378,32.8951882,-96.5717701,75088,260378,257386
4706 HANOVER DR GARLAND TX 75042,3,1.5,1965,1255,7200,260378,32.9222421,-96.7038568,75042,260378,257386
2413 CORTLAND CIR ROWLETT TX 75088,3,2.0,1987,1754,7954,334255,32.8998297,-96.5802345,75088,334255,319893
308 BRYAN PL CEDAR HILL TX 75104,3,2.0,1985,1495,8982,249961,32.6018827,-96.9530176,75104,249961,261896
5006 LAKE FOREST DR ROWLETT TX 75088,4,4.0,2008,4016,44915,745526,32.8936101,-96.5533991,75088,745526,689723
928 WATERVIEW DR CEDAR HILL TX 75104,3,2.0,1998,1933,7510,310237,32.5854528,-96.9202216,75104,310237,304587
309 TRANQUILITY LN CEDAR HILL TX 75104,5,2.5,2001,3604,10032,396173,32.5733631,-96.9470479,75104,396173,467018
906 WORDEN DR CEDAR HILL TX 75104,3,2.0,1995,1948,6138,284301,32.5854247,-96.9271702,75104,284301,304658
8417 BRIDGEWATER DR ROWLETT TX 75088,3,2.0,1985,2114,21950,385588,32.8905819,-96.5194337,75088,385588,362562
8514 BRIDGEWATER DR ROWLETT TX 75088,5,2.5,1991,3064,15041,488305,32.8902824,-96.5188712,75088,488305,510578
8314 PORTSMOUTH DR ROWLETT TX 75088,4,3.0,1985,2360,10001,427178,32.8879356,-96.5218297,75088,427178,417789
8406 BRIDGEWATER DR ROWLETT TX 75088,4,3.0,2002,3892,9126,651227,32.8899029,-96.5206838,75088,651227,643140
8206 BRIDGEWATER DR ROWLETT TX 75088,4,3.0,2001,3481,14100,547344,32.8912184,-96.5206838,75088,547344,588459
8506 ABBEY CT ROWLETT TX 75088,3,3.5,1987,2624,10934,422658,32.8908841,-96.5186837,75088,422658,462937
6622 TUCKERS PL ROWLETT TX 75089,4,3.0,2012,3275,9736,633002,32.9198065,-96.5829892,75089,633002,505087
6502 TUCKERS PL ROWLETT TX 75089,4,3.5,2012,3418,9627,499532,32.9183008,-96.5816128,75089,499532,532880
2006 MAGGIS MEADOW LN ROWLETT TX 75089,5,4.5,2013,3781,12306,714510,32.9194755,-96.583448,75089,714510,607205
6315 TERESA LN ROWLETT TX 75089,4,3.0,2015,2984,10293,584911,32.9173603,-96.5827353,75089,584911,476776
6110 TUCKERS PL ROWLETT TX 75089,3,2.0,2016,2557,8838,488338,32.9157081,-96.5792354,75089,488338,434143
14570 TAMERISK LN FARMERS BRANCH TX 75234,3,2.0,1965,1715,10001,488338,32.945881,-96.868796,75234,488338,434143
6005 TUCKERS PL ROWLETT TX 75089,5,4.5,2015,3487,10694,625516,32.9142169,-96.5786998,75089,625516,567661
8410 PORTSMOUTH DR ROWLETT TX 75088,3,2.0,1994,2271,10001,408348,32.887946,-96.520788,75088,408348,397439
5410 JEFFERSON DR SACHSE TX 75048,4,2.0,1977,2166,20399,408348,32.9734889,-96.6087295,75048,408348,397439
8409 NAVIGATION DR ROWLETT TX 75088,4,2.0,1995,2627,11160,453094,32.8893449,-96.5208713,75088,453094,447623
6602 DAY FARM CT ROWLETT TX 75089,4,2.5,2013,2648,12933,497081,32.9191423,-96.5839485,75089,497081,441652
6109 TUCKERS PL ROWLETT TX 75089,4,2.5,2017,2648,10611,507941,32.9153874,-96.5798872,75089,507941,445635
6202 TERESA LN ROWLETT TX 75089,3,2.0,2016,2598,10158,480015,32.9159069,-96.5819972,75089,480015,437597
2002 MAGGIS MEADOW LN ROWLETT TX 75089,4,3.0,2013,2987,10873,546445,32.9192935,-96.5835731,75089,546445,475037
6410 TERESA LN ROWLETT TX 75089,4,3.5,2013,3161,10402,627106,32.9177742,-96.5847409,75089,627106,500507
8106 SALZBURG DR ROWLETT TX 75089,4,3.0,2003,2139,7200,392810,32.9170105,-96.5234132,75089,392810,393632
