full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,lat,long,zip_code
223 SANDY CREEK PL DESOTO TX 75115,3,2.5,1988,2091,7105,340285,32.5868196,-96.9037669,75115
1419 CARRIAGE CREEK DR DESOTO TX 75115,5,2.0,1995,3435,9239,386678,32.595234,-96.895824,75115
620 TARA DR DESOTO TX 75115,3,2.0,1978,1719,10781,277824,32.5865881,-96.8690892,75115
612 PRISCILLA  DESOTO TX 75115,3,2.0,1980,1808,6887,293459,32.584864,-96.8684608,75115
1633 LAUREL SPRINGS CT DESOTO TX 75115,4,3.0,2001,2720,9923,393808,32.5914364,-96.8997429,75115
404 RICKEY CANYON  DESOTO TX 75115,3,2.0,1972,1462,15002,280804,32.5952477,-96.8542346,75115
1200 CHEYENNE DR DESOTO TX 75115,4,3.0,2005,3332,13909,512030,32.6115616,-96.898234,75115
122 CAMPBELL ST DESOTO TX 75115,2,1.0,1963,888,6186,143692,32.5938528,-96.8588597,75115
1625 TURTLE POINT DR DESOTO TX 75115,5,4.5,2006,4765,13098,534203,32.6132993,-96.9006022,75115
1130 SOUTHPOINTE DR DESOTO TX 75115,3,2.0,1984,1412,6203,234782,32.6112216,-96.8268304,75115
1000 PLANTATION DR DESOTO TX 75115,4,3.0,1990,3075,10402,412100,32.596612,-96.8319804,75115
1521 TWIN PINES DR DESOTO TX 75115,4,3.0,2003,3191,23392,422656,32.5948324,-96.8991352,75115
1608 TANGLEROSE DR DESOTO TX 75115,4,2.5,2005,3632,10106,472553,32.5927454,-96.8983178,75115
604 GOLDENROD CT DESOTO TX 75115,4,3.0,2002,3480,7614,356226,32.5743346,-96.8463021,75115
611 RAY ANDRA DR DESOTO TX 75115,3,2.0,1963,1476,14061,232816,32.5996237,-96.8626167,75115
306 BUFFALO CREEK DR DESOTO TX 75115,3,2.0,2001,2653,7039,331275,32.5856691,-96.893896,75115
526 SHOCKLEY AVE DESOTO TX 75115,3,3.0,1971,2435,11217,359356,32.6092773,-96.8451922,75115
1124 SPRINGBROOK DR DESOTO TX 75115,4,3.0,1974,2377,24472,330513,32.6088652,-96.8511395,75115
223 EVELYN ST DESOTO TX 75115,3,2.0,1974,1628,12341,287852,32.5843747,-96.8665546,75115
216 WOODBROOK DR DESOTO TX 75115,4,3.0,1974,2495,17485,405608,32.6099399,-96.8604384,75115
341 SQUIREBROOK DR DESOTO TX 75115,4,3.0,1974,2365,10999,312033,32.6109671,-96.8645647,75115
1321 THUNDERBROOK DR DESOTO TX 75115,3,3.0,1976,2553,10341,374858,32.612566,-96.8654654,75115
208 SANDY CREEK DR DESOTO TX 75115,4,3.5,1997,3664,12149,462334,32.5865645,-96.9016082,75115
400 DEER CREEK CIR DESOTO TX 75115,4,3.0,1985,3117,9178,423559,32.5946366,-96.8942942,75115
153 BLUE SKY DR DESOTO TX 75115,3,2.0,1969,1524,12750,243343,32.5865971,-96.8334459,75115
816 N YOUNG BLVD DESOTO TX 75115,3,2.0,1975,1944,13634,311520,32.6030657,-96.865989,75115
1864 MASTERS DR DESOTO TX 75115,3,2.0,2001,1862,6856,448400,32.6235026,-96.8760233,75115
409 CASTLE ST DESOTO TX 75115,3,2.0,2011,2717,5959,392158,32.5917123,-96.8642086,75115
725 OTECA DR DESOTO TX 75115,3,2.5,2022,2398,9283,401897,32.567238,-96.840427,75115
509 SPICEWOOD DR DESOTO TX 75115,3,2.0,2002,2787,6599,361634,32.5815879,-96.8881544,75115
1101 RASPBERRY LN DESOTO TX 75115,3,2.0,2002,2077,8799,315283,32.5810778,-96.8854305,75115
1112 SURREY DR DESOTO TX 75115,4,3.5,2016,3437,11796,559804,32.5715882,-96.8849067,75115
101 EVELYN ST DESOTO TX 75115,3,1.5,1969,1260,14214,228041,32.5894963,-96.8665866,75115
608 CANYON PL DESOTO TX 75115,4,2.0,2002,2685,7867,298501,32.5797539,-96.8432658,75115
625 CANYON PL DESOTO TX 75115,3,2.0,2003,1890,6107,284368,32.5792175,-96.8438312,75115
804 MONTROSE TRL DESOTO TX 75115,4,2.5,2006,2608,10472,376817,32.5767501,-96.8954049,75115
204 DASHING CREEK DR DESOTO TX 75115,4,2.5,1999,2726,8050,344116,32.5868499,-96.8964108,75115
300 BALSAM GROVE LN DESOTO TX 75115,4,2.0,2003,2399,7148,337276,32.5856964,-96.8925968,75115
1704 CATTAIL CREEK DR DESOTO TX 75115,4,3.5,2002,3524,8629,453960,32.5836331,-96.9013567,75115
316 LARAMIE LN DESOTO TX 75115,4,3.0,2002,2836,7701,346656,32.5851084,-96.8916957,75115
1306 THUNDERBROOK CIR DESOTO TX 75115,3,2.5,1976,2622,9801,300409,32.6121492,-96.8646485,75115
1122 CYPRESS LN DESOTO TX 75115,2,2.0,1984,1133,4439,217409,32.6104122,-96.8271654,75115
1135 CASTLEWOOD CT DESOTO TX 75115,3,2.0,1985,1447,5863,263329,32.6101953,-96.8303474,75115
112 CHARLES ST DESOTO TX 75115,3,2.0,1974,2020,11866,293334,32.6084451,-96.8560192,75115
242 VALLEY LN DUNCANVILLE TX 75137,6,3.0,1970,2760,17158,413438,32.6234666,-96.9122977,75137
1722 CLIFFCREST DR DUNCANVILLE TX 75137,3,2.0,1980,1467,7998,263151,32.6272044,-96.911496,75137
1702 TEN MILE LN DUNCANVILLE TX 75137,3,2.0,2003,1617,10799,290673,32.6281128,-96.9125073,75137
1710 TEN MILE LN DUNCANVILLE TX 75137,3,1.5,1971,1224,7919,235239,32.6277359,-96.9125702,75137
1714 TEN MILE LN DUNCANVILLE TX 75137,3,2.0,1978,1412,7919,252878,32.6275832,-96.9125492,75137
101 MAGNOLIA LN DUNCANVILLE TX 75137,3,3.5,1962,2354,27661,342076,32.6431181,-96.9081055,75137
930 GREENBRIAR LN DUNCANVILLE TX 75137,4,3.0,1982,4512,23575,588036,32.6308354,-96.9280836,75137
1627 GREEN TREE LN DUNCANVILLE TX 75137,3,2.0,1983,2079,12580,360144,32.6281295,-96.9325287,75137
971 FAIRWAY DR DUNCANVILLE TX 75137,3,3.0,1989,2789,21493,416086,32.6224156,-96.8878401,75137
914 FAIRWAY DR DUNCANVILLE TX 75137,4,2.5,2000,3224,9248,417177,32.6239867,-96.8900403,75137
954 FAIRWAY DR DUNCANVILLE TX 75137,4,2.5,1992,2520,26297,440147,32.6225823,-96.8884059,75137
919 CAMBRIDGE DR DUNCANVILLE TX 75137,4,2.5,1975,2036,14453,350765,32.6231725,-96.8896631,75137
1043 ASTAIRE AVE DUNCANVILLE TX 75137,3,2.0,2002,1536,5175,293773,32.6395559,-96.8862355,75137
1031 STEWART AVE DUNCANVILLE TX 75137,3,2.5,1985,1654,4831,298664,32.638916,-96.8867487,75137
1018 WAYNE AVE DUNCANVILLE TX 75137,4,2.0,1984,2029,5184,291166,32.6372725,-96.8873993,75137
1154 BARRYMORE LN DUNCANVILLE TX 75137,4,2.0,1999,1704,10420,303159,32.6374167,-96.8839219,75137
1126 BARRYMORE LN DUNCANVILLE TX 75137,3,2.0,2000,1691,5401,289805,32.6386108,-96.8838804,75137
1103 STANWYCK AVE DUNCANVILLE TX 75137,3,2.0,1997,2123,6373,319322,32.6392142,-96.8859962,75137
1710 BEAVER CREEK CIR DUNCANVILLE TX 75137,4,2.5,1980,2244,7701,348349,32.6264691,-96.9307674,75137
1802 BEAVER CREEK CT DUNCANVILLE TX 75137,4,2.5,1985,3434,14353,452164,32.6257683,-96.9327174,75137
1819 CRYSTAL SPRINGS DR DUNCANVILLE TX 75137,3,2.0,1974,2141,7980,254576,32.6231643,-96.9026142,75137
2159 BLUERIDGE DR DUNCANVILLE TX 75137,3,2.0,1978,1744,8625,307567,32.6204246,-96.9076863,75137
2119 BLUERIDGE DR DUNCANVILLE TX 75137,4,2.0,1978,1768,7802,259155,32.6200571,-96.9068663,75137
310 SILVER CREEK DR DUNCANVILLE TX 75137,3,2.0,1983,1665,8063,241167,32.6209836,-96.9039136,75137
458 SILVER CREEK DR DUNCANVILLE TX 75137,3,2.5,1986,2108,15333,336233,32.6211121,-96.8991771,75137
1911 SEABROOK DR DUNCANVILLE TX 75137,4,2.0,1984,1951,8682,329852,32.6217666,-96.9008918,75137
1330 S MAIN ST DUNCANVILLE TX 75137,3,1.0,1954,1148,14240,196645,32.6376261,-96.9081055,75137
302 LITTLE ST DUNCANVILLE TX 75137,3,1.0,1952,1456,10694,228089,32.6361606,-96.9052908,75137
1331 CIRCLE DR DUNCANVILLE TX 75137,1,1.0,1952,984,11008,207766,32.6374038,-96.905758,75137
1327 CIRCLE DR DUNCANVILLE TX 75137,2,1.0,1982,1068,87120,268667,32.6375842,-96.9056742,75137
1322 CIRCLE DR DUNCANVILLE TX 75137,3,1.0,1954,1068,17176,236176,32.6371658,-96.9052792,75137
1314 CARROLL AVE DUNCANVILLE TX 75137,2,2.0,1952,816,11077,213705,32.6372,-96.9038717,75137
1211 CARROLL AVE DUNCANVILLE TX 75137,4,2.0,1952,1760,12567,251617,32.6382245,-96.9044166,75137
1263 MISSION ST DUNCANVILLE TX 75137,3,2.0,2000,1472,3733,271928,32.6389108,-96.9215256,75137
1219 MISSION ST DUNCANVILLE TX 75137,3,2.0,1997,1529,5863,282072,32.640002,-96.9208086,75137
1311 CORONADO LN DUNCANVILLE TX 75137,3,2.0,1999,1860,5872,343785,32.6381128,-96.9208086,75137
1231 CORONADO LN DUNCANVILLE TX 75137,3,2.0,2002,1737,5872,301485,32.6387834,-96.920599,75137
1727 GREEN TREE LN DUNCANVILLE TX 75137,5,4.0,1984,2723,6900,464170,32.6267251,-96.9356048,75137
1715 BEAVER CREEK DR DUNCANVILLE TX 75137,4,3.0,1984,3054,17999,530558,32.6265523,-96.9324448,75137
1030 GREENBRIAR LN DUNCANVILLE TX 75137,4,3.0,1982,2985,21924,462559,32.6310479,-96.9333884,75137
1006 GREENBRIAR LN DUNCANVILLE TX 75137,4,3.0,1983,3336,21466,481410,32.6302548,-96.93104,75137
1655 NOB HILL DR DUNCANVILLE TX 75137,4,3.5,1986,3820,15599,565313,32.6283722,-96.9341013,75137
1126 BRADLEY DR DUNCANVILLE TX 75137,4,2.5,2006,3230,10001,455476,32.6304074,-96.884739,75137
1039 WIND RIDGE DR DUNCANVILLE TX 75137,4,3.5,1982,4262,20491,669598,32.6323659,-96.9337868,75137
1031 GREENBRIAR LN DUNCANVILLE TX 75137,4,3.0,1983,2824,14431,540590,32.6313046,-96.9327174,75137
1031 BEAVER CREEK DR DUNCANVILLE TX 75137,4,3.5,1983,3125,18735,472560,32.6307009,-96.9337029,75137
310 KELLY CT DUNCANVILLE TX 75137,3,2.0,1967,1320,8860,244576,32.6410781,-96.9048568,75137
323 AZALEA LN DUNCANVILLE TX 75137,3,2.0,1967,1806,8438,265169,32.6407173,-96.9046262,75137
307 AZALEA LN DUNCANVILLE TX 75137,3,2.0,1965,1313,7945,257936,32.6406897,-96.9055275,75137
318 AZALEA LN DUNCANVILLE TX 75137,3,2.0,1966,1588,9104,242831,32.6402788,-96.9047062,75137
426 MAGNOLIA LN DUNCANVILLE TX 75137,2,1.5,1968,1600,8368,227604,32.6427195,-96.9025722,75137
418 AZALEA LN DUNCANVILLE TX 75137,3,1.5,1968,1600,8411,257241,32.6402639,-96.9032848,75137
431 KATHERINE CT DUNCANVILLE TX 75137,3,1.5,1969,1452,8546,253274,32.6423032,-96.9021531,75137
447 AZALEA LN DUNCANVILLE TX 75137,3,2.0,1969,1266,7723,237152,32.6407492,-96.9016501,75137
430 AZALEA LN DUNCANVILLE TX 75137,3,2.0,1969,1338,8246,248610,32.6403007,-96.9026142,75137
439 KELLY CT DUNCANVILLE TX 75137,3,1.5,1969,1176,8150,236499,32.6415262,-96.9019016,75137
434 KELLY CT DUNCANVILLE TX 75137,3,1.5,1969,1321,8564,241138,32.6411169,-96.9021531,75137
422 KELLY CT DUNCANVILLE TX 75137,3,2.0,1969,1266,8551,251962,32.6410755,-96.9029076,75137
1207 HUNTINGTON DR DUNCANVILLE TX 75137,3,3.0,1977,2614,12907,369786,32.6439182,-96.9362192,75137
1106 REDMAN LN DUNCANVILLE TX 75137,4,3.0,1977,2822,12563,423396,32.6454214,-96.9344578,75137
915 REDMAN LN DUNCANVILLE TX 75137,3,2.5,1979,2328,13695,366001,32.6460936,-96.9299964,75137
903 COVENTRY LN DUNCANVILLE TX 75137,3,2.5,1983,2403,16209,389211,32.6470357,-96.92909,75137
611 EATON CIR DUNCANVILLE TX 75137,4,3.0,1984,3062,22834,599711,32.6465826,-96.9277482,75137
710 KENSINGTON DR DUNCANVILLE TX 75137,4,3.0,1985,2909,26106,499141,32.6453479,-96.927832,75137
403 SORREL ST DUNCANVILLE TX 75137,4,2.0,2014,1988,6473,365200,32.6407173,-96.9162298,75137
415 SORREL ST DUNCANVILLE TX 75137,3,2.0,2005,2223,5502,389148,32.6407742,-96.9167627,75137
402 SORREL ST DUNCANVILLE TX 75137,3,2.0,2007,1944,5502,329596,32.6403681,-96.9161726,75137
802 KENSINGTON DR DUNCANVILLE TX 75137,4,3.5,1985,3507,16082,485044,32.6447689,-96.9275949,75137
810 KENSINGTON DR DUNCANVILLE TX 75137,3,2.5,1989,3171,12994,486253,32.6442427,-96.9275595,75137
918 WELLINGTON DR DUNCANVILLE TX 75137,5,5.5,1988,4298,13120,592763,32.6446703,-96.9293626,75137
926 HUNTINGTON DR DUNCANVILLE TX 75137,4,2.5,1986,2485,13778,428623,32.6437338,-96.9300126,75137
1906 TIMBERLINE DR DUNCANVILLE TX 75137,3,2.0,2016,2090,9100,380052,32.6220709,-96.8985219,75137
1910 TIMBERLINE DR DUNCANVILLE TX 75137,6,4.5,2013,4481,18770,576533,32.6217433,-96.8984855,75137
1919 SEABROOK DR DUNCANVILLE TX 75137,3,2.0,1984,1764,7819,317516,32.6214732,-96.9006022,75137
1815 SEABROOK DR DUNCANVILLE TX 75137,4,2.0,1988,2101,8050,366029,32.6232819,-96.9005574,75137
1807 TIMBERLINE CT DUNCANVILLE TX 75137,4,2.5,1984,2202,5105,364644,32.6240564,-96.8995753,75137
1826 SEABROOK DR DUNCANVILLE TX 75137,3,2.0,1985,1863,7819,261787,32.6223372,-96.9002301,75137
410 WHISPERING HILLS DR DUNCANVILLE TX 75137,3,2.0,1984,2078,7819,351223,32.6228445,-96.8996381,75137
1919 TIMBERLINE CIR DUNCANVILLE TX 75137,3,2.0,1984,2176,5898,350255,32.6222201,-96.8998058,75137
811 ATHENIA WAY  DUNCANVILLE TX 75137,3,2.0,1981,1813,12837,366396,32.6298068,-96.9266199,75137
807 DELPHI DR DUNCANVILLE TX 75137,4,2.0,1982,2732,13290,416351,32.6286408,-96.9260499,75137
1119 GREENWAY DR DUNCANVILLE TX 75137,4,3.0,1973,2478,13499,382489,32.6390838,-96.9302852,75137
810 ROCK CANYON DR DUNCANVILLE TX 75137,4,3.0,1974,3160,22081,445086,32.6353402,-96.9260709,75137
1134 SPRING LAKE DR DUNCANVILLE TX 75137,4,3.0,1975,2920,31598,485109,32.6382099,-96.9262176,75137
1002 SPRING LAKE DR DUNCANVILLE TX 75137,5,3.0,1969,3126,44100,461955,32.6418287,-96.9263225,75137
1635 SHANNON DR DUNCANVILLE TX 75137,3,2.0,1973,1804,8773,299351,32.6288786,-96.900183,75137
1218 W CAMP WISDOM RD DUNCANVILLE TX 75116,4,2.0,1975,1852,15891,348542,32.6619909,-96.9386726,75116
919 FAIRLAWN DR DUNCANVILLE TX 75116,4,3.0,1985,3125,31398,504488,32.6570979,-96.9286497,75116
1406 WEST RIDGE DR DUNCANVILLE TX 75116,3,2.0,1978,1942,20007,345166,32.6558894,-96.9409794,75116
1603 SHANNON DR DUNCANVILLE TX 75137,3,2.0,1973,1716,8773,284349,32.6302847,-96.900183,75137
1322 SAN MIGUEL DR DUNCANVILLE TX 75137,3,2.0,1994,1824,5088,325074,32.6372872,-96.9190768,75137
1310 SAN MIGUEL DR DUNCANVILLE TX 75137,3,2.5,1999,2580,5088,336928,32.637683,-96.9190812,75137
1234 SAN MIGUEL DR DUNCANVILLE TX 75137,3,2.0,1996,1765,5088,317321,32.6383816,-96.9191611,75137
1315 CIRCLE DR DUNCANVILLE TX 75137,3,2.0,1952,1248,11008,237984,32.6382417,-96.9052018,75137
1511 S GREENSTONE LN DUNCANVILLE TX 75137,4,2.5,2011,3098,12419,243066,32.6319034,-96.9346046,75137
1519 S GREENSTONE LN DUNCANVILLE TX 75137,3,2.5,2008,4002,12419,602945,32.6314941,-96.9349396,75137
1527 NATALIE LN DUNCANVILLE TX 75137,3,3.0,2016,2626,7105,480479,32.631339,-96.9365,75137
503 ALAMEDA AVE DUNCANVILLE TX 75137,4,2.0,1986,2155,7436,339702,32.6366766,-96.9194419,75137
530 CORONADO LN DUNCANVILLE TX 75137,4,2.5,1998,1728,4996,316148,32.6373381,-96.9205151,75137
1319 CORONADO LN DUNCANVILLE TX 75137,4,2.5,1999,2519,5872,361189,32.6378445,-96.9208925,75137
1307 CORONADO LN DUNCANVILLE TX 75137,3,2.0,1997,1743,5872,312092,32.6382469,-96.9207667,75137
1107 BROOKE CT DUNCANVILLE TX 75137,3,2.0,2012,1914,9967,394222,32.6323663,-96.9355255,75137
1231 MISSION ST DUNCANVILLE TX 75137,3,2.0,1998,1392,5611,294602,32.6397245,-96.9210602,75137
1215 MISSION ST DUNCANVILLE TX 75137,3,2.0,1995,1400,5950,291632,32.6400922,-96.9207667,75137
1210 MISSION ST DUNCANVILLE TX 75137,3,2.5,1999,1586,3716,309980,32.6394308,-96.9208086,75137
1223 CORONADO LN DUNCANVILLE TX 75137,3,2.0,2002,1755,5872,342967,32.6390539,-96.9204732,75137
1215 CORONADO LN DUNCANVILLE TX 75137,3,2.5,1997,2125,5872,334284,32.6393221,-96.9203893,75137
1210 CORONADO LN DUNCANVILLE TX 75137,3,2.0,2000,1731,7566,342127,32.6391551,-96.9200476,75137
1315 CORONADO LN DUNCANVILLE TX 75137,3,2.0,2000,1742,5872,297798,32.6379787,-96.9208506,75137
1111 SAN MIGUEL DR DUNCANVILLE TX 75137,4,4.0,1985,2345,10385,355542,32.6398332,-96.9198862,75137
503 CORONADO LN DUNCANVILLE TX 75137,3,2.5,1987,2120,6817,318050,32.6374459,-96.9195025,75137
1207 SAN MIGUEL DR DUNCANVILLE TX 75137,3,2.5,1988,1835,5184,297705,32.6392128,-96.9197016,75137
1214 CORONADO LN DUNCANVILLE TX 75137,4,2.5,2000,2208,5266,302014,32.638993,-96.9200493,75137
1230 SAN MIGUEL DR DUNCANVILLE TX 75137,3,2.0,1998,1928,5001,340601,32.6385356,-96.9191836,75137
522 ALAMEDA AVE DUNCANVILLE TX 75137,4,2.5,1993,2264,4996,355657,32.6364594,-96.9201168,75137
342 MORNING DOVE DR DUNCANVILLE TX 75137,4,2.5,1996,1981,522720,658877,32.6396064,-96.916029,75137
419 MORNING DOVE DR DUNCANVILLE TX 75137,4,3.0,1992,2286,8028,345120,32.6399672,-96.9174544,75137
631 ALAMEDA AVE DUNCANVILLE TX 75137,2,2.0,1996,1601,4522,303894,32.6375055,-96.9223254,75137
1271 MISSION ST DUNCANVILLE TX 75137,3,2.0,1999,1394,3977,294698,32.6386901,-96.9216065,75137
522 CORONADO LN DUNCANVILLE TX 75137,3,2.0,1999,1768,4996,295806,32.6372225,-96.9202216,75137
515 CORONADO LN DUNCANVILLE TX 75137,3,2.0,2000,2050,5401,316002,32.6375923,-96.9200125,75137
1214 SAN MIGUEL DR DUNCANVILLE TX 75137,3,2.0,1996,1921,5001,306531,32.63908,-96.9192534,75137
422 MORNING DOVE DR DUNCANVILLE TX 75137,3,2.5,1996,2348,261360,581185,32.6395301,-96.9174125,75137
407 MORNING DOVE DR DUNCANVILLE TX 75137,3,2.0,1992,1705,8211,301653,32.6399625,-96.9167417,75137
335 MORNING DOVE DR DUNCANVILLE TX 75137,4,2.5,1987,2047,8059,328698,32.6400688,-96.9156097,75137
534 ALAMEDA AVE DUNCANVILLE TX 75137,4,2.5,1997,1880,4996,291196,32.6366305,-96.920599,75137
518 ALAMEDA AVE DUNCANVILLE TX 75137,3,2.5,1997,2243,4996,336374,32.6364591,-96.9199705,75137
514 ALAMEDA AVE DUNCANVILLE TX 75137,4,3.0,1985,2080,4996,334534,32.6364108,-96.9198024,75137
439 MORNING DOVE DR DUNCANVILLE TX 75137,3,2.0,1993,1636,9919,319784,32.6398678,-96.918859,75137
1130 HEATHER WOOD DR DUNCANVILLE TX 75137,2,2.0,1983,1288,7802,263068,32.6333794,-96.8854305,75137
1102 MEADOW RUN DR DUNCANVILLE TX 75137,3,2.0,1983,1533,8756,288687,32.634224,-96.8868553,75137
1122 MEADOW RUN DR DUNCANVILLE TX 75137,2,2.0,1983,1322,8682,258332,32.634219,-96.8857448,75137
1130 MEADOW RUN CIR DUNCANVILLE TX 75137,3,2.0,1983,1322,9588,268129,32.6342189,-96.8853467,75137
1419 HEATHER RUN DR DUNCANVILLE TX 75137,3,2.0,1983,1300,8015,249696,32.6340937,-96.8844248,75137
1326 HEATHER RUN DR DUNCANVILLE TX 75137,3,2.0,1984,1422,7501,255966,32.6354417,-96.88388,75137
1118 WILLOW RUN DR DUNCANVILLE TX 75137,2,2.0,1984,1420,7079,263182,32.6350957,-96.8861848,75137
1142 WILLOW RUN DR DUNCANVILLE TX 75137,2,2.0,1984,1461,7950,283901,32.6355115,-96.8850114,75137
1146 WILLOW RUN DR DUNCANVILLE TX 75137,3,2.0,1984,1420,7910,275817,32.6355669,-96.8848019,75137
1322 OAK RUN DR DUNCANVILLE TX 75137,2,2.0,1983,1322,7841,259618,32.6355999,-96.8866039,75137
1103 CEDAR RUN DR DUNCANVILLE TX 75137,2,2.0,1983,1422,8577,271228,32.6368974,-96.886981,75137
1107 WILLOW RUN DR DUNCANVILLE TX 75137,3,2.0,1984,1322,9383,282527,32.6348624,-96.8872325,75137
615 SOUTHWOOD CT DUNCANVILLE TX 75137,4,2.0,1976,1898,8520,284373,32.6286717,-96.8959497,75137
718 SOUTHWOOD DR DUNCANVILLE TX 75137,3,2.0,1977,1382,8037,250722,32.6278827,-96.8943151,75137
610 SOUTHWOOD DR DUNCANVILLE TX 75137,3,2.0,1977,1650,7889,321823,32.6278762,-96.8960335,75137
715 MEADOWGLEN DR DUNCANVILLE TX 75137,3,2.0,1978,1334,7867,270070,32.6274757,-96.8945247,75137
1715 MEADOWWOOD  DUNCANVILLE TX 75137,3,2.0,1977,1550,9087,301404,32.628221,-96.8969556,75137
1635 STRATFORD LN DUNCANVILLE TX 75137,3,2.0,1986,1594,7532,304502,32.6287749,-96.9020692,75137
435 MORNING DOVE DR DUNCANVILLE TX 75137,5,3.0,1993,2327,87120,383574,32.6399071,-96.9185445,75137
423 MORNING DOVE DR DUNCANVILLE TX 75137,4,2.5,1988,2147,8250,340137,32.6399325,-96.917685,75137
415 MORNING DOVE DR DUNCANVILLE TX 75137,3,2.0,1993,1707,8211,343053,32.6399394,-96.9171609,75137
1518 MARSHALL DR DUNCANVILLE TX 75137,4,2.0,2010,2492,10123,463455,32.6316012,-96.8838179,75137
1522 MARSHALL DR DUNCANVILLE TX 75137,4,2.5,2006,4018,10123,533572,32.6314039,-96.8837962,75137
1534 MARSHALL DR DUNCANVILLE TX 75137,4,2.5,2006,3125,9514,506948,32.630747,-96.8837543,75137
1122 BRADLEY DR DUNCANVILLE TX 75137,5,3.5,2006,4102,10001,485793,32.6304584,-96.8850114,75137
1515 HALSEY DR DUNCANVILLE TX 75137,5,2.5,2011,3292,10123,484779,32.6316764,-96.8854103,75137
1523 MARSHALL DR DUNCANVILLE TX 75137,4,3.0,2006,3570,10123,618675,32.6313,-96.8844876,75137
207 S HORNE ST DUNCANVILLE TX 75116,3,2.0,1975,1164,7383,257438,32.6502636,-96.9167627,75116
305 S HORNE ST DUNCANVILLE TX 75116,4,1.0,1976,2192,5602,346889,32.6474336,-96.9174964,75116
1629 STRATFORD LN DUNCANVILLE TX 75137,3,2.0,1990,1233,6469,259304,32.6290524,-96.9018177,75137
1606 STRATFORD LN DUNCANVILLE TX 75137,4,2.0,1985,1290,5776,244674,32.6300651,-96.9005812,75137
423 WESLEY LN DUNCANVILLE TX 75137,3,2.5,1992,1179,4909,258528,32.6283158,-96.9008974,75137
431 WESLEY LN DUNCANVILLE TX 75137,3,2.0,1992,1586,6495,309591,32.6282018,-96.9005989,75137
435 WESLEY LN DUNCANVILLE TX 75137,3,2.0,1992,1785,8612,313471,32.6281654,-96.9004362,75137
1435 CARDINAL CREEK DR DUNCANVILLE TX 75137,5,2.0,1976,2254,9696,329076,32.6347383,-96.9114802,75137
227 ROBIN HILL LN DUNCANVILLE TX 75137,3,2.0,1977,1844,9662,308204,32.635785,-96.9135682,75137
418 MEADOWLARK LN DUNCANVILLE TX 75137,3,2.0,1978,2300,17023,351930,32.6360107,-96.918293,75137
214 MEADOWLARK LN DUNCANVILLE TX 75137,4,2.5,1979,2278,9034,341207,32.6361328,-96.9128846,75137
223 MEADOWLARK LN DUNCANVILLE TX 75137,4,3.0,1978,2210,9492,389317,32.6366278,-96.9134715,75137
1331 BIRDWOOD DR DUNCANVILLE TX 75137,4,2.0,1978,1897,9052,325699,32.6366604,-96.9168675,75137
202 HUMMINGBIRD LN DUNCANVILLE TX 75137,4,2.5,1978,2358,11696,366196,32.6369121,-96.9122977,75137
418 CARDINAL CREEK DR DUNCANVILLE TX 75137,3,2.0,1979,2088,13765,362425,32.6377982,-96.9185445,75137
310 CARDINAL CREEK DR DUNCANVILLE TX 75137,3,2.5,1979,2270,8790,349771,32.6378603,-96.9138279,75137
319 CARDINAL CREEK DR DUNCANVILLE TX 75137,3,2.0,1979,1965,9008,325782,32.6383344,-96.9143939,75137
311 PARTRIDGE RUN DR DUNCANVILLE TX 75137,4,2.0,1980,1970,9052,298566,32.6391599,-96.9141633,75137
726 TIMBER TRL DUNCANVILLE TX 75137,3,2.0,1979,1669,9187,288215,32.6292725,-96.8938122,75137
711 VILLA CREEK DR DUNCANVILLE TX 75137,3,2.0,1982,2251,11095,387575,32.6311222,-96.9240791,75137
726 VILLA CREEK DR DUNCANVILLE TX 75137,3,2.5,1983,2562,12092,405720,32.6306412,-96.9252322,75137
602 VILLA CREEK DR DUNCANVILLE TX 75137,3,2.0,1983,2154,11818,374928,32.6306758,-96.9210183,75137
815 RED BUD DR DUNCANVILLE TX 75137,3,1.0,1963,1508,14884,192955,32.6443671,-96.9117527,75137
918 RED BUD DR DUNCANVILLE TX 75137,2,1.0,1963,1236,7279,202689,32.6425635,-96.9117946,75137
203 SHAW ST DUNCANVILLE TX 75137,3,1.0,1961,1057,8834,183419,32.6427479,-96.9123634,75137
339 CYPRESS ST DUNCANVILLE TX 75137,3,2.0,1969,1533,12685,269270,32.6437754,-96.9145196,75137
318 CYPRESS ST DUNCANVILLE TX 75137,3,1.0,1966,1053,7166,204971,32.6433661,-96.9139746,75137
510 KATHERINE CT DUNCANVILLE TX 75137,3,1.5,1971,1548,7884,248396,32.6419236,-96.9002669,75137
526 KATHERINE CT DUNCANVILLE TX 75137,3,2.0,1971,1234,17424,272257,32.6420251,-96.899219,75137
1026 S ALEXANDER AVE DUNCANVILLE TX 75137,3,1.5,1971,1200,8725,231212,32.6408665,-96.898716,75137
502 AZALEA LN DUNCANVILLE TX 75137,4,2.0,1972,1234,10415,275992,32.6403166,-96.9007279,75137
502 KELLY CT DUNCANVILLE TX 75137,3,2.0,1972,1234,8886,255278,32.6411074,-96.9007279,75137
523 AZALEA LN DUNCANVILLE TX 75137,3,2.0,1971,1338,7876,256183,32.6407303,-96.8995962,75137
211 SOFTWOOD DR DUNCANVILLE TX 75137,4,2.5,1967,2320,178857,518758,32.6298241,-96.9117527,75137
